prompt,country,llm,topic_id,topic_name,topic_volume,topic_intents,topic_visibility,topic_difficulty,brief_response,mentioned_brands_count,sources_count,gap_mentions
condos on beach,us,google_ai_overview,9720113741586480626,Orange Beach Condo and Apartment Market,740,informational:71;navigational:4;commercial:24;transactional:1,0,55,"Beachfront condos offer the perfect blend of a private residence and a resort-style getaway, giving you a full kitchen, living space, and bedrooms right on the sand . Whe...",14,17,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
south los angeles california,br,google_ai_overview,10145098109449098280,Los Angeles News & Southern California,1380,informational:72;navigational:5;commercial:5;transactional:18,0,58,"South Los Angeles, formerly known as South Central, is a culturally vibrant and historically significant region located just south of Downtown L.A .. It is characterized ...",14,8,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
small house sales,us,google_ai_overview,8429265877360941834,Real Estate and Land Market,892450,informational:33;navigational:6;commercial:11;transactional:50,0,71,"Small house sales, especially tiny homes, are booming for affordability and freedom, with options ranging from DIY builds (starting $15k) to pre-built on wheels, sold via...",14,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
house condo rentals,us,google_ai_overview,12084822719262017145,Vacation Rental Platforms and Services,573680,informational:51;navigational:14;commercial:18;transactional:17,0,73,"House and condo rentals offer furnished or unfurnished short- to long-term living options, often featuring amenities like pools, kitchens, and beach access. Popular platf...",14,12,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
platform marketing real estate for builders,us,google_ai_overview,17270129900748888380,Real Estate Marketing and Website Design,40290,informational:57;navigational:3;commercial:38;transactional:2,0,73,"Platform marketing for real estate builders involves using online platforms such as Zillow and for property listings, CRM platforms like HubSpot or Follow Up Boss for lea...",14,5,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
house rental listing sites,us,google_ai_overview,16820037320166020788,Rental Housing Search,2491890,informational:46;navigational:6;commercial:20;transactional:28,0,83,"Several websites and apps are popular for finding house rentals. Zillow, , and are frequently cited as top choices. Other options include Zumper, Trulia, HotPads, and . F...",14,6,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:0
home lending advisor,us,google_ai_overview,6758977463793084342,Mortgage and Home Loan Services,1051530,informational:63;navigational:6;commercial:27;transactional:4,0,76,A Home Lending Advisor (often called a mortgage loan officer) is a financial professional who guides you through the process of getting a mortgage or refinancing your hom...,14,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
englewood nj,us,google_ai_overview,9352925205037603847,Englewood Community and Local Resources,50590,informational:86;navigational:5;commercial:9,0,64,"Englewood, New Jersey is a diverse, bustling city in Bergen County, located roughly 12 miles northwest of New York City . Known for its vibrant mix of urban and suburban ...",14,20,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
how do i find repossessed houses for sale,us,google_ai_overview,17140376377678260126,Foreclosure Homes and Buying Guide,497670,informational:60;navigational:4;commercial:25;transactional:11,0,77,"If you're interested in finding repossessed homes, you have several options: 1. Online Real Estate Platforms Zillow: Use their search filters to specifically look for for...",14,3,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
ohoopee river georgia,us,google_ai_overview,11701549668290524375,Ohoopee River Water Levels and Flooding,210,informational:90;navigational:5;commercial:5,0,50,"The Ohoopee River is a 119-mile-long blackwater tributary of the Altamaha River in east-central Georgia . Famous for its bright white sandbars, dark tea-colored water, an...",14,11,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
house prices trend 2024,us,google_ai_overview,9626091868356673796,Housing Market Trends and Predictions,406670,informational:69;navigational:7;commercial:13;transactional:11,0,84,"US house price trends in 2024 Here's an overview of house price trends in the US during 2024, based on various sources: Continued Appreciation (though slower than before)...",14,18,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
westlake village california,ph,google_ai_overview,11458823929764311575,"westlake village, california",343,informational:90;navigational:5;commercial:5,0,65,"Westlake Village, California , is an affluent, master-planned community straddling the Los Angeles and Ventura county line in the Conejo Valley . Renowned for its scenic ...",14,13,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
tatamagouche ns b0k 1v0,ca,google_ai_overview,17416152012178831718,Tatamagouche Travel & Local Guide,50,informational:45;navigational:5;commercial:5;transactional:45,0,43,"Tatamagouche, NS (B0K 1V0) is a charming seaside village on Nova Scotia's Northumberland Strait . Located 50 km from Truro, it is renowned for its vibrant Main Street, hi...",14,12,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
home mortgage for low credit score,us,google_ai_overview,11498845319261807134,Mobile and Manufactured Home Financing,293210,informational:62;navigational:3;commercial:32;transactional:3,0,71,"Yes, it is possible to get a home loan with bad credit, primarily through government-backed mortgages which have more flexible requirements than conventional loans. Optio...",14,16,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
west end portland,us,google_ai_overview,5161535619899381602,Portland Maine Neighborhoods and Local Spots,625,informational:25;navigational:25;commercial:25;transactional:25,0,54,"Portland’s West End encompasses two distinct neighborhoods depending on whether you are visiting Maine or Oregon . Both are vibrant, walkable areas rich in history, dinin...",14,14,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:0
buhler ks 67522,us,google_ai_overview,14972453543691693797,Buhler KS Real Estate and Homes,70,informational:90;navigational:5;commercial:5,0,52,"Buhler, Kansas (ZIP code 67522) is a close-knit, family-friendly city in Reno County, located just 12 miles northeast of Hutchinson . Known for its rich agricultural root...",14,17,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
help finding apartments,us,google_ai_overview,16820037320166020788,Rental Housing Search,2491890,informational:46;navigational:6;commercial:20;transactional:28,0,83,"Finding an apartment involves using online platforms like Apartments.com, Zillow, or Apartment List for widespread searches, or specialized, local, or government-subsidiz...",14,11,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:1
most desirable neighborhoods in chicago,us,google_ai_overview,14683590472682180367,Chicago Neighborhoods and Suburbs,94690,informational:70;navigational:4;commercial:24;transactional:2,0,69,"Chicago’s 77 distinct neighborhoods cater to every lifestyle. Top hotspots include the West Loop for luxury dining, Logan Square for artistic nightlife, Lincoln Park for ...",14,4,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
sherman tx united states,us,google_ai_overview,5291970132063792851,"Sherman, TX Local Info & Activities",13600,informational:83;navigational:5;commercial:12,0,67,"Sherman, Texas, is the Grayson County seat nestled in North Texas, roughly 60 miles north of the Dallas-Fort Worth Metroplex . Known as an emerging manufacturing and tech...",14,13,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
inglewood ca 90301 united states,us,google_ai_overview,7756243192973994666,"Inglewood, California Guide",40760,informational:84;navigational:5;commercial:11,0,74,"Zip code 90301 is a central district located in southwestern Inglewood, California , immediately northeast of the SoFi Stadium and Hollywood Park complexes . It primarily...",14,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
bison loans reviews,us,google_ai_overview,13906844178678994084,Tribal and No Credit Check Loan Services,167660,informational:56;navigational:5;commercial:36;transactional:3,0,56,"""Bison Loans"" reviews vary significantly depending on the specific entity. Reviews for state-chartered banks or credit unions, such as Bison State Bank and Bison Federal ...",14,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
house rental scam,us,google_ai_overview,7035267896963404367,Real Estate Rental Scams and Fraud,14720,informational:87;navigational:5;commercial:8,0,83,House rental scams involve fraudsters creating fake property listings to steal money or personal information from prospective tenants. Scammers often hijack legitimate li...,14,12,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
how much do you need saved to buy a house,au,google_ai_overview,9405987911627824608,Home Buying Deposits,66330,informational:84;navigational:5;commercial:8;transactional:3,0,73,"The amount you need saved to buy a house typically ranges from 3% to over 20% of the home's price, covering the down payment and closing costs. The exact amount depends h...",14,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
housing applications,us,google_ai_overview,15395422776297054340,Affordable Housing and Rental Assistance,1186510,informational:67;navigational:6;commercial:14;transactional:13,0,77,"Housing applications typically fall into either private market rentals or government-assisted programs . For private rentals, you usually need to submit a comprehensive r...",14,13,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:1
what is the mls website,us,google_ai_overview,255358284982759632,MLS and Real Estate Listings,63830,informational:75;navigational:6;commercial:14;transactional:5,0,71,"An MLS (Multiple Listing Service) is a private database created, maintained, and paid for by real estate professionals to help clients buy and sell properties . National ...",14,6,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
morgage broker near me,us,google_ai_overview,6758977463793084342,Mortgage and Home Loan Services,1051530,informational:63;navigational:6;commercial:27;transactional:4,0,76,"To find a mortgage broker near you, utilize online directories like Zillow, Better Business Bureau, or Yelp. Top national options with local officers include CrossCountry...",14,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
how much is average,us,google_ai_overview,6515675779191238979,Cost of Living and Living Expenses,638720,informational:67;navigational:5;commercial:26;transactional:2,0,81,"In the United States, ""average"" depends on what you are measuring, such as income, rent, or daily expenses. For 2026, the national average household spending is approxima...",14,0,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
mortgage loan qualifier,us,google_ai_overview,17777657593216113565,Mortgage Pre-Approval Process,496110,informational:74;navigational:4;commercial:21;transactional:1,0,82,"To qualify for a home loan, lenders evaluate your credit score (ideally 620+ for conventional loans) , debt-to-income (DTI) ratio (typically 36% to 43% max), and employme...",14,16,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
